#timestamp [ns], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1520531829435376516,0.6672968676,-0.2227588736,1.2763797408,0.9987680925,-0.0037137555,-0.0282533997,-0.0406232798
1520531829443709516,0.6671562820,-0.2229446189,1.2767812066,0.9987620029,-0.0039569669,-0.0291717657,-0.0400975313
1520531829452042516,0.6670114125,-0.2230111365,1.2771649366,0.9987441539,-0.0033946527,-0.0301901972,-0.0398389685
1520531829460376516,0.6668693785,-0.2230848161,1.2775165684,0.9987353740,-0.0026275030,-0.0309100002,-0.0395641364
1520531829468709516,0.6667247273,-0.2231536484,1.2777823881,0.9987258951,-0.0017017262,-0.0315304091,-0.0393639922
1520531829477043516,0.6666317170,-0.2232682522,1.2780721305,0.9987128859,-0.0008919014,-0.0320283996,-0.0393186673
1520531829485376516,0.6665716903,-0.2233440105,1.2783652096,0.9987059512,0.0001007415,-0.0325870252,-0.0390448294
1520531829493709516,0.6665140093,-0.2234443956,1.2785759267,0.9986959669,0.0009183377,-0.0331000014,-0.0388575901
1520531829502042516,0.6665182243,-0.2235389104,1.2787229050,0.9986987750,0.0019433000,-0.0333810277,-0.0385056805
1520531829510376516,0.6664468327,-0.2235509691,1.2787614207,0.9986813566,0.0033383073,-0.0336478588,-0.0386293322
1520531829518709516,0.6665462269,-0.2237193480,1.2789155041,0.9987186808,0.0038500722,-0.0334994120,-0.0377354350
1520531829527043516,0.6663916636,-0.2234708869,1.2787250887,0.9987427130,0.0056239462,-0.0331307285,-0.0371983767
1520531829535376516,0.6665935979,-0.2235344815,1.2788333585,0.9987601015,0.0061266801,-0.0334360506,-0.0363696840
1520531829543709516,0.6667563897,-0.2236217959,1.2789204667,0.9987770506,0.0065891693,-0.0335888037,-0.0356760194
1520531829552043516,0.6669280601,-0.2237101101,1.2789872215,0.9987969932,0.0071020159,-0.0336887160,-0.0349170187
1520531829560376516,0.6671416971,-0.2238029957,1.2791739497,0.9987763774,0.0074001253,-0.0342223061,-0.0349259204
1520531829568709516,0.6672843033,-0.2238385481,1.2792444798,0.9987770648,0.0074372906,-0.0345715817,-0.0345523851
1520531829577042516,0.6674786520,-0.2239092576,1.2794107290,0.9987911618,0.0071814725,-0.0347146930,-0.0340518965
1520531829585376516,0.6676479077,-0.2239357837,1.2795500468,0.9987992220,0.0067904089,-0.0349046352,-0.0336997158
1520531829593709516,0.6678457057,-0.2239677156,1.2797333274,0.9988091135,0.0064623711,-0.0350303300,-0.0333386929
1520531829602043516,0.6682609191,-0.2243015134,1.2802244617,0.9987801770,0.0044268058,-0.0362193738,-0.0332673759
1520531829610376516,0.6684325824,-0.2242900633,1.2803845002,0.9987851013,0.0041280971,-0.0363379002,-0.0330278268
1520531829618709516,0.6685795327,-0.2242867564,1.2806564198,0.9987807126,0.0034311790,-0.0365549029,-0.0330008205
1520531829627042516,0.6687630252,-0.2244486929,1.2809694405,0.9987815497,0.0021702519,-0.0367265921,-0.0328916935
1520531829635376516,0.6689239734,-0.2245237981,1.2813154944,0.9987809050,0.0010980360,-0.0368342925,-0.0328440715
1520531829643709516,0.6689928674,-0.2246034203,1.2816103994,0.9987818315,0.0004919927,-0.0365901634,-0.0331024308
1520531829652043516,0.6691413249,-0.2247311614,1.2819146289,0.9987749160,-0.0008330814,-0.0366190236,-0.0332719133
1520531829660376516,0.6693096739,-0.2247793138,1.2821976914,0.9987762349,-0.0016821480,-0.0363852031,-0.0334562382
1520531829668709516,0.6695020272,-0.2249656078,1.2824638240,0.9987680867,-0.0033030633,-0.0364154449,-0.0335457035
1520531829677043516,0.6696897412,-0.2250004456,1.2826797797,0.9987676391,-0.0038336553,-0.0361500364,-0.0337887704
1520531829685376516,0.6699373691,-0.2251225703,1.2829453056,0.9987606586,-0.0046852212,-0.0360168381,-0.0340291474
1520531829693709516,0.6702098874,-0.2253295698,1.2832235415,0.9987426945,-0.0059706288,-0.0362257125,-0.0341332613
1520531829702042516,0.6706334766,-0.2253606277,1.2835182040,0.9987056233,-0.0063864598,-0.0366157481,-0.0347214359
1520531829710376516,0.6708148656,-0.2255426073,1.2837536318,0.9987207094,-0.0072682749,-0.0362357032,-0.0345121791
1520531829718709516,0.6710376263,-0.2256786531,1.2839440375,0.9986861611,-0.0080958681,-0.0365543284,-0.0349884222
1520531829727043516,0.6712776575,-0.2258378981,1.2841212596,0.9986758714,-0.0084525711,-0.0365945704,-0.0351553043
1520531829735376516,0.6714394125,-0.2260682888,1.2843081266,0.9987116657,-0.0089838102,-0.0361206323,-0.0344905756
1520531829743709516,0.6716631231,-0.2262115373,1.2844121263,0.9987152646,-0.0090007796,-0.0360109967,-0.0344965837
1520531829752042516,0.6719514896,-0.2263535269,1.2844851632,0.9987272781,-0.0085407001,-0.0358612716,-0.0344216448
1520531829760376516,0.6722467627,-0.2264743474,1.2845367673,0.9987316884,-0.0078913199,-0.0360171678,-0.0342856417
1520531829768709516,0.6724986092,-0.2265539847,1.2845629169,0.9987356296,-0.0074290728,-0.0361009985,-0.0341858015
1520531829777043516,0.6727165193,-0.2266829603,1.2845750221,0.9987625317,-0.0067185979,-0.0358211511,-0.0338394869
1520531829785376516,0.6730557407,-0.2267601056,1.2845598871,0.9987531930,-0.0056615363,-0.0362111900,-0.0338933075
1520531829793709516,0.6734329335,-0.2267305000,1.2845176844,0.9987738252,-0.0041388135,-0.0359979074,-0.0337322835
1520531829802043516,0.6738281288,-0.2268542478,1.2844664372,0.9987862936,-0.0027923218,-0.0359542916,-0.0335474535
1520531829810376516,0.6740644115,-0.2269824935,1.2843974605,0.9987788884,-0.0017858619,-0.0361529681,-0.0336229935
1520531829818709516,0.6744744324,-0.2271514555,1.2843298748,0.9988123764,-0.0010796603,-0.0358877668,-0.0329353790
1520531829827042516,0.6748133224,-0.2272947363,1.2842327767,0.9988322488,0.0000560414,-0.0355505414,-0.0327153565
1520531829835376516,0.6751773046,-0.2274296148,1.2841415771,0.9988516854,0.0012945919,-0.0352334820,-0.0324381942
1520531829843709516,0.6752578860,-0.2272850028,1.2837405043,0.9988939813,0.0031445676,-0.0343490149,-0.0319542019
1520531829852043516,0.6755509218,-0.2274485438,1.2836077064,0.9989232402,0.0040980191,-0.0337105352,-0.0316095925
1520531829860376516,0.6761633278,-0.2279233204,1.2839202718,0.9988893291,0.0033634626,-0.0349169199,-0.0314579713
1520531829868709516,0.6764888760,-0.2279227838,1.2838716206,0.9988946193,0.0045712553,-0.0348641017,-0.0311951518
1520531829877042516,0.6770054769,-0.2281396192,1.2838825875,0.9989106981,0.0049081304,-0.0350009111,-0.0304674200
1520531829885376516,0.6772984001,-0.2282959864,1.2838814932,0.9988928246,0.0053810481,-0.0353440149,-0.0305772760
1520531829893709516,0.6777182573,-0.2284643225,1.2838942192,0.9988961847,0.0058228562,-0.0353233008,-0.0304100480
1520531829902043516,0.6780584139,-0.2285749634,1.2839060236,0.9988962310,0.0062086630,-0.0352801790,-0.0303822514
1520531829910376516,0.6782204056,-0.2283571068,1.2834911636,0.9989311020,0.0077136827,-0.0342538415,-0.0300637136
1520531829918709516,0.6789011745,-0.2288536871,1.2839830327,0.9989104112,0.0060523917,-0.0351719317,-0.0300714849
1520531829927043516,0.6791641847,-0.2290844363,1.2840233893,0.9989282961,0.0055077043,-0.0348449095,-0.0299625883
1520531829935376516,0.6795002538,-0.2293118269,1.2841329856,0.9989163433,0.0054310177,-0.0347702983,-0.0304576670
1520531829943709516,0.6798682968,-0.2294964125,1.2842941669,0.9989245981,0.0047990560,-0.0344937965,-0.0306070959
1520531829952042516,0.6801810186,-0.2297273071,1.2844217280,0.9988959946,0.0047634468,-0.0344658112,-0.0315627837
1520531829960376516,0.6804504349,-0.2298345824,1.2844800050,0.9989132164,0.0045328447,-0.0337927833,-0.0317787225
1520531829968709516,0.6807934488,-0.2300228313,1.2846353030,0.9989211472,0.0038759634,-0.0333845381,-0.0320467022
1520531829977043516,0.6811579088,-0.2302589101,1.2848045134,0.9989377518,0.0029869866,-0.0328157242,-0.0322113997
1520531829985376516,0.6815486173,-0.2303231817,1.2849507209,0.9989571242,0.0026785616,-0.0321738149,-0.0322852116
1520531829993709516,0.6819850155,-0.2305122346,1.2851033888,0.9989854847,0.0014525863,-0.0317519242,-0.0319015144
1520531830002042516,0.6824021317,-0.2305137701,1.2852019760,0.9990197435,0.0010297553,-0.0311127958,-0.0314719806
1520531830010376516,0.6828705990,-0.2305965162,1.2853871650,0.9990538757,-0.0001809886,-0.0307922657,-0.0307108639
1520531830018709516,0.6832392174,-0.2305223097,1.2855197677,0.9991070109,-0.0011353939,-0.0299855077,-0.0297449307
1520531830027043516,0.6837980594,-0.2304746331,1.2857082779,0.9991278852,-0.0020000447,-0.0300426031,-0.0289294099
1520531830035376516,0.6843442361,-0.2306178197,1.2859803856,0.9991533636,-0.0034803243,-0.0300826178,-0.0278474313
1520531830043709516,0.6847410283,-0.2305804009,1.2861477772,0.9991641558,-0.0044359858,-0.0300271397,-0.0273803344
1520531830052043516,0.6850528414,-0.2304667517,1.2863410606,0.9991812342,-0.0050959897,-0.0294018895,-0.0273207048
1520531830060376516,0.6854116529,-0.2304240019,1.2865211900,0.9991941049,-0.0055818866,-0.0289450791,-0.0272427170
1520531830068709516,0.6857015374,-0.2305014515,1.2866671288,0.9991977284,-0.0062076111,-0.0284919783,-0.0274512731
1520531830077042516,0.6860523909,-0.2306266989,1.2868578802,0.9992017197,-0.0070802131,-0.0281008690,-0.0274979093
1520531830085376516,0.6863558281,-0.2306197799,1.2869850424,0.9992179765,-0.0072445860,-0.0273636695,-0.0276076273
1520531830093709516,0.6867264393,-0.2307197078,1.2871591560,0.9992324006,-0.0081431807,-0.0267750010,-0.0274116318
1520531830102043516,0.6871463688,-0.2307293045,1.2872725262,0.9992567565,-0.0085735236,-0.0261286750,-0.0270133605
1520531830110376516,0.6876423919,-0.2306332171,1.2874113181,0.9992861362,-0.0088330857,-0.0255298561,-0.0264087295
1520531830118709516,0.6881385292,-0.2304645731,1.2875402021,0.9993201500,-0.0091506845,-0.0249341078,-0.0255693780
1520531830127042516,0.6886899321,-0.2302694957,1.2876268629,0.9993587140,-0.0091474718,-0.0243291169,-0.0246288142
1520531830135376516,0.6891923749,-0.2300433498,1.2877697960,0.9993907964,-0.0095355036,-0.0239220343,-0.0235551814
1520531830143709516,0.6896430818,-0.2298281533,1.2879675712,0.9994111700,-0.0099407048,-0.0237079413,-0.0227250762
1520531830152043516,0.6900022650,-0.2296742995,1.2882014787,0.9994246479,-0.0103963519,-0.0234423079,-0.0221979102
1520531830160376516,0.6903239758,-0.2295511402,1.2884380450,0.9994267821,-0.0109838927,-0.0233383621,-0.0219267457
1520531830168709516,0.6906121833,-0.2294723632,1.2886675159,0.9994356342,-0.0115158441,-0.0228322883,-0.0217826779
1520531830177043516,0.6908778944,-0.2294000534,1.2888722296,0.9994411436,-0.0121519461,-0.0222702558,-0.0217661774
1520531830185376516,0.6912204762,-0.2294513882,1.2891113052,0.9994508036,-0.0129749987,-0.0214821177,-0.0216392973
1520531830193709516,0.6915794179,-0.2294002106,1.2892601846,0.9994653183,-0.0131439373,-0.0205684191,-0.0217544155
1520531830202042516,0.6918464969,-0.2294512908,1.2893549452,0.9994647213,-0.0139936454,-0.0198257798,-0.0219405392
1520531830210376516,0.6921097597,-0.2295108867,1.2893783043,0.9994732542,-0.0143540989,-0.0189168085,-0.0221207689
1520531830218709516,0.6923340978,-0.2296179834,1.2893963848,0.9994802034,-0.0146901983,-0.0180036221,-0.0223470521
1520531830227043516,0.6926185703,-0.2296787768,1.2893902370,0.9994833640,-0.0149578815,-0.0173359989,-0.0225550431
1520531830235376516,0.6928770044,-0.2297535407,1.2893539044,0.9994871574,-0.0153745113,-0.0165444099,-0.0227008593
1520531830243709516,0.6932594590,-0.2297883756,1.2893109178,0.9994950122,-0.0153618860,-0.0160075296,-0.0227484495
1520531830252042516,0.6935790646,-0.2298064522,1.2891621498,0.9995067345,-0.0151628476,-0.0155523038,-0.0226826283
1520531830260376516,0.6939242041,-0.2298701547,1.2890521756,0.9995084500,-0.0146815453,-0.0152760462,-0.0231074225
1520531830268709516,0.6941432642,-0.2299075932,1.2888266653,0.9995181464,-0.0141551398,-0.0146657071,-0.0234099155
1520531830277043516,0.6944758804,-0.2299098791,1.2886464446,0.9995298089,-0.0136862093,-0.0143754327,-0.0233708300
1520531830285376516,0.6947581738,-0.2298919433,1.2884171541,0.9995495996,-0.0134496246,-0.0137420944,-0.0230404083
1520531830293709516,0.6951123321,-0.2299344496,1.2881954510,0.9995616433,-0.0125622831,-0.0132920078,-0.0232815996
1520531830302043516,0.6954412820,-0.2299189563,1.2879626447,0.9995753443,-0.0118660061,-0.0130103939,-0.0232176367
1520531830310376516,0.6958149011,-0.2298730499,1.2877730459,0.9995856681,-0.0113998791,-0.0130878304,-0.0229617861
1520531830318709516,0.6961309220,-0.2298328638,1.2875423988,0.9995926778,-0.0107389725,-0.0130491000,-0.0229972614
1520531830327042516,0.6964499540,-0.2297870877,1.2872980890,0.9996048398,-0.0097993995,-0.0129427621,-0.0229482214
1520531830335376516,0.6967621655,-0.2296732668,1.2870486592,0.9996219650,-0.0091579652,-0.0128144843,-0.0225354797
1520531830343709516,0.6971014598,-0.2295363283,1.2868094864,0.9996286487,-0.0079668388,-0.0127551620,-0.0227244370
1520531830352043516,0.6974801845,-0.2294979512,1.2866178790,0.9996450398,-0.0075101871,-0.0126250664,-0.0222260932
1520531830360376516,0.6977641157,-0.2293801913,1.2864113486,0.9996582162,-0.0070216435,-0.0124087347,-0.0219127950
1520531830368709516,0.6980367074,-0.2292518917,1.2862398255,0.9996632714,-0.0067166780,-0.0123985223,-0.0217831746
1520531830377042516,0.6982902282,-0.2291106718,1.2859895352,0.9996774272,-0.0060645629,-0.0121655394,-0.0214537255
1520531830385376516,0.6985289091,-0.2290136943,1.2857900967,0.9996855101,-0.0057889145,-0.0120724536,-0.0212043688
1520531830393709516,0.6988125168,-0.2289130745,1.2856254262,0.9997004498,-0.0054594804,-0.0118674171,-0.0206970832
1520531830402043516,0.6990717530,-0.2287962494,1.2854940164,0.9997122542,-0.0055202396,-0.0117276667,-0.0201840932
1520531830410376516,0.6992729309,-0.2286600764,1.2853666812,0.9997285528,-0.0061117016,-0.0112831619,-0.0194462853
1520531830418709516,0.6995230969,-0.2285649524,1.2852864668,0.9997402036,-0.0064319465,-0.0112253057,-0.0187656013
1520531830427043516,0.6997384480,-0.2284304013,1.2852533022,0.9997545872,-0.0069526937,-0.0111380589,-0.0178428976
1520531830435376516,0.6998893027,-0.2282994859,1.2852373995,0.9997601358,-0.0073541773,-0.0112288328,-0.0173060745
1520531830443709516,0.6999494515,-0.2282330045,1.2852148417,0.9997656261,-0.0079592994,-0.0110607958,-0.0168226371
1520531830452042516,0.7000593841,-0.2280993689,1.2852178382,0.9997727391,-0.0084826947,-0.0106677860,-0.0163924461
1520531830460376516,0.7001687079,-0.2280485941,1.2852948650,0.9997671268,-0.0098205872,-0.0103851631,-0.0161677629
1520531830468709516,0.7002892975,-0.2279780781,1.2852797653,0.9997678890,-0.0108281569,-0.0097924198,-0.0158438532
1520531830477043516,0.7003921757,-0.2278663097,1.2852427105,0.9997678850,-0.0116229234,-0.0091139546,-0.0156850102
1520531830485376516,0.7005328969,-0.2276428255,1.2851352205,0.9997750886,-0.0115687229,-0.0083780252,-0.0156762707
1520531830493709516,0.7006570938,-0.2275981635,1.2851658592,0.9997672154,-0.0129894774,-0.0076703793,-0.0154257510
1520531830502042516,0.7008375155,-0.2274837398,1.2852131290,0.9997566154,-0.0143811230,-0.0072049207,-0.0150990880
1520531830510376516,0.7009707829,-0.2273686050,1.2852523585,0.9997449652,-0.0155400547,-0.0068767385,-0.0148735265
1520531830518709516,0.7011683730,-0.2272007330,1.2852820651,0.9997361985,-0.0162223704,-0.0068316655,-0.0147545392
1520531830527043516,0.7012318516,-0.2270735969,1.2852717685,0.9997263337,-0.0171664276,-0.0064877634,-0.0145079439
1520531830535376516,0.7014020952,-0.2269440670,1.2853256135,0.9997148568,-0.0182099455,-0.0063020733,-0.0141027266
1520531830543709516,0.7015872904,-0.2267721237,1.2853549966,0.9997135500,-0.0186955780,-0.0060120890,-0.0136802056
1520531830552043516,0.7017679645,-0.2266198762,1.2854000887,0.9997052451,-0.0194217711,-0.0059028793,-0.0133181764
1520531830560376516,0.7019569431,-0.2264726694,1.2853942416,0.9996998944,-0.0199539982,-0.0056790682,-0.0130271750
1520531830568709516,0.7021236715,-0.2263235306,1.2853483726,0.9997005033,-0.0202175976,-0.0052848770,-0.0127366572
1520531830577042516,0.7022790384,-0.2262137896,1.2852945615,0.9997002563,-0.0204151986,-0.0048475543,-0.0126142154
1520531830585376516,0.7024087781,-0.2261052485,1.2851989146,0.9997022793,-0.0204695393,-0.0043169876,-0.0125584386
1520531830593709516,0.7025954852,-0.2259734946,1.2850871269,0.9997105794,-0.0202559097,-0.0038543127,-0.0123935365
1520531830602043516,0.7027085348,-0.2259195471,1.2849276801,0.9997186738,-0.0199800453,-0.0032001496,-0.0123745730
1520531830610376516,0.7027928809,-0.2259379812,1.2847480916,0.9997224814,-0.0200110051,-0.0023567890,-0.0122051366
1520531830618709516,0.7029450182,-0.2258150800,1.2845517540,0.9997455113,-0.0184964367,-0.0023081227,-0.0127069664
1520531830627042516,0.7030376485,-0.2258173056,1.2843632990,0.9997512834,-0.0186745735,-0.0016233453,-0.0120828984
1520531830635376516,0.7031476231,-0.2257670349,1.2841657201,0.9997622073,-0.0180474624,-0.0017189449,-0.0121187099
1520531830643709516,0.7032878253,-0.2257116389,1.2840079381,0.9997806083,-0.0170928318,-0.0016816517,-0.0119892587
1520531830652043516,0.7034240681,-0.2256353690,1.2838445415,0.9997916095,-0.0164310673,-0.0020040808,-0.0119474409
1520531830660376516,0.7035717915,-0.2256063301,1.2837143063,0.9998049841,-0.0157104682,-0.0022882339,-0.0117447376
1520531830668709516,0.7037211645,-0.2254602479,1.2835559445,0.9998210369,-0.0145424899,-0.0028539551,-0.0117586214
1520531830677043516,0.7038936140,-0.2253920172,1.2834359902,0.9998361525,-0.0136265512,-0.0031086400,-0.0115031129
1520531830685376516,0.7040336543,-0.2252590733,1.2833189486,0.9998503434,-0.0129483291,-0.0034692684,-0.0109359849
1520531830693709516,0.7041945284,-0.2251477202,1.2832218186,0.9998643271,-0.0118436314,-0.0040781296,-0.0106969472
1520531830702042516,0.7043659987,-0.2250995182,1.2832293008,0.9998687072,-0.0116050563,-0.0047001126,-0.0102859156
1520531830710376516,0.7044519765,-0.2249750267,1.2831498057,0.9998787386,-0.0108667554,-0.0053032516,-0.0098131132
1520531830718709516,0.7046957370,-0.2247954607,1.2831068673,0.9998905113,-0.0100454129,-0.0058446889,-0.0091594007
1520531830727043516,0.7047776184,-0.2246766221,1.2830400586,0.9998972207,-0.0092358503,-0.0064228685,-0.0088878522
1520531830735376516,0.7049132851,-0.2245305262,1.2830241431,0.9999049878,-0.0085729422,-0.0069192180,-0.0082851969
1520531830743709516,0.7050301844,-0.2244317710,1.2829833201,0.9999118261,-0.0083034820,-0.0070919903,-0.0075561802
1520531830752042516,0.7051671743,-0.2242842835,1.2829705545,0.9999158067,-0.0077626962,-0.0076002821,-0.0070961783
1520531830760376516,0.7052682648,-0.2241470536,1.2829751348,0.9999180557,-0.0075274016,-0.0081124640,-0.0064349037
1520531830768709516,0.7054493088,-0.2240114440,1.2830002210,0.9999225945,-0.0068424468,-0.0084458859,-0.0060541666
1520531830777043516,0.7055262871,-0.2238260674,1.2829491655,0.9999198131,-0.0064544050,-0.0091978590,-0.0058401635
1520531830785376516,0.7057011091,-0.2236533717,1.2830331959,0.9999224185,-0.0062297249,-0.0094221226,-0.0052508210
1520531830793709516,0.7057726606,-0.2234737712,1.2830892213,0.9999174408,-0.0063356073,-0.0100965080,-0.0047991856
1520531830802043516,0.7059998148,-0.2233138771,1.2831718064,0.9999205306,-0.0052664023,-0.0104662494,-0.0046535073
1520531830810376516,0.7061180516,-0.2231549090,1.2832416230,0.9999209542,-0.0051136619,-0.0106445216,-0.0043162463
1520531830818709516,0.7063427420,-0.2230105144,1.2834301825,0.9999167129,-0.0056262367,-0.0110887776,-0.0034571426
1520531830827042516,0.7064775315,-0.2228553523,1.2835183279,0.9999121192,-0.0057528615,-0.0114995357,-0.0032278591
1520531830835376516,0.7066827958,-0.2227746081,1.2836952405,0.9999150380,-0.0058235990,-0.0113366997,-0.0027352712
1520531830843709516,0.7067578551,-0.2226264554,1.2837657045,0.9999046228,-0.0064598582,-0.0119105049,-0.0026749611
1520531830852043516,0.7069254266,-0.2225419529,1.2838754187,0.9999009993,-0.0068721510,-0.0120367147,-0.0024254113
1520531830860376516,0.7071162482,-0.2224826305,1.2840264980,0.9999028273,-0.0071585883,-0.0117299075,-0.0023451829
1520531830868709516,0.7071390099,-0.2225085831,1.2841098920,0.9999007472,-0.0080711842,-0.0113371019,-0.0021958523
1520531830877042516,0.7073794991,-0.2224164875,1.2843022206,0.9998971663,-0.0088061827,-0.0111248034,-0.0020848600
1520531830885376516,0.7075243891,-0.2223766914,1.2844106708,0.9998943858,-0.0093954055,-0.0108776731,-0.0021493869
1520531830893709516,0.7076563775,-0.2223518538,1.2845227420,0.9998890956,-0.0101360215,-0.0106562908,-0.0023454329
1520531830902043516,0.7076999094,-0.2223210172,1.2846057063,0.9998846729,-0.0109467967,-0.0102294076,-0.0024835019
1520531830910376516,0.7079610900,-0.2223159823,1.2847501243,0.9998829433,-0.0115473752,-0.0096858986,-0.0026346133
1520531830918709516,0.7080453518,-0.2223455028,1.2847954674,0.9998783924,-0.0122550201,-0.0090665898,-0.0032881316
1520531830927043516,0.7082126155,-0.2223516737,1.2848858670,0.9998684825,-0.0133257528,-0.0085395992,-0.0035379683
1520531830935376516,0.7083866241,-0.2223654466,1.2849273875,0.9998633357,-0.0141643785,-0.0076230822,-0.0038169354
1520531830943709516,0.7085951256,-0.2224538152,1.2849793423,0.9998580892,-0.0146676058,-0.0069303941,-0.0045422842
1520531830952042516,0.7088615754,-0.2225394298,1.2849810716,0.9998488026,-0.0153117313,-0.0062859820,-0.0053300243
1520531830960376516,0.7091397702,-0.2225484818,1.2850022800,0.9998410019,-0.0157116590,-0.0058888983,-0.0060361923
1520531830968709516,0.7093622813,-0.2226614980,1.2850026126,0.9998294898,-0.0164086691,-0.0052904081,-0.0066150261
1520531830977043516,0.7096157915,-0.2226567349,1.2849125973,0.9998254351,-0.0167590405,-0.0045343637,-0.0069045946
1520531830985376516,0.7099778752,-0.2227519059,1.2849271903,0.9998191164,-0.0171287445,-0.0039563318,-0.0072586471
1520531830993709516,0.7102351212,-0.2228142234,1.2849245428,0.9998071892,-0.0178358146,-0.0035153123,-0.0074236529
1520531831002042516,0.7105245915,-0.2228681637,1.2849075634,0.9998004280,-0.0181853621,-0.0029449536,-0.0077281336
1520531831010376516,0.7107623325,-0.2230170579,1.2849035651,0.9997881124,-0.0188923536,-0.0023411642,-0.0078312348
1520531831018709516,0.7110146209,-0.2230509970,1.2848693834,0.9997822893,-0.0191627955,-0.0019137176,-0.0080311269
1520531831027043516,0.7112825239,-0.2231216828,1.2848154068,0.9997803486,-0.0192483422,-0.0016254727,-0.0081310353
1520531831035376516,0.7115525765,-0.2231463408,1.2847814146,0.9997773883,-0.0193614895,-0.0013079165,-0.0082822599
1520531831043709516,0.7117099486,-0.2232065918,1.2846377959,0.9997806834,-0.0191916667,-0.0009723579,-0.0083258334
1520531831052043516,0.7119134428,-0.2232262509,1.2845513415,0.9997831391,-0.0190375057,-0.0006602202,-0.0084150034
1520531831060376516,0.7121641263,-0.2232824279,1.2844770061,0.9997866132,-0.0189226260,-0.0005501349,-0.0082679871
1520531831068709516,0.7124684684,-0.2234774305,1.2844601495,0.9997837641,-0.0192683786,-0.0006772849,-0.0077907607
1520531831077042516,0.7125344981,-0.2233068036,1.2842416169,0.9997974803,-0.0182310991,-0.0005530441,-0.0085040863
1520531831085376516,0.7126931524,-0.2233226652,1.2841065811,0.9998063802,-0.0177066718,-0.0004233205,-0.0085730180
1520531831093709516,0.7129804393,-0.2233964154,1.2840439626,0.9998130295,-0.0174664851,-0.0005533811,-0.0082777801
1520531831102043516,0.7130693175,-0.2233903243,1.2839332185,0.9998207770,-0.0168059580,-0.0006431543,-0.0086925205
1520531831110376516,0.7131742523,-0.2233724430,1.2837986787,0.9998283261,-0.0163273139,-0.0006204335,-0.0087379717
1520531831118709516,0.7133102710,-0.2233311628,1.2835849992,0.9998481323,-0.0149209127,-0.0007829394,-0.0089702658
1520531831127042516,0.7133921255,-0.2233232879,1.2834066862,0.9998610046,-0.0140254252,-0.0007436112,-0.0089836526
